"var","base_demo_sex","count_base","count_img","dist_base","dist_img","dist_diff"
"base_health_alc_weekly_total","140",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","141",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","144",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","145",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","146",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","148",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","149",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","150",3,0,5.96967405579655e-06,0,-5.96967405579655e-06
"base_health_alc_weekly_total","153",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","160",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","168",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","169",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","170",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","174",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","175",5,0,9.94945675966092e-06,0,-9.94945675966092e-06
"base_health_alc_weekly_total","177",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","178",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","179",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","182",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","183",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","184",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","185",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","190",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","195",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","200",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","203",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","205",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","210",2,0,3.97978270386437e-06,0,-3.97978270386437e-06
"base_health_alc_weekly_total","214",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","216",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","220",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","221",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","225",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","235",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","246",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","252",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","256",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","259",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","320",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","327",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","380",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_alc_weekly_total","483",1,0,1.98989135193218e-06,0,-1.98989135193218e-06
"base_health_bp_cat","01-Normal",75369,3791,0.149976121303777,0.177705901654713,0.0277297803509365
"base_health_bp_cat","02-Elevated",61613,2999,0.122603175866598,0.140580321567524,0.0179771457009268
"base_health_bp_cat","03-Stage 1 HBP",233011,9859,0.46366657380507,0.462147846060095,-0.00151872774497558
"base_health_bp_cat","04-Stage 2 HBP",131222,4673,0.261117522983245,0.219050297660901,-0.0420672253223441
"base_health_bp_cat","99-DNK/Refused",1325,11,0.00263660604131014,0.000515633056766512,-0.00212097298454363
"base_health_bp_high_ever","01-Yes",121205,3966,0.24118478131094,0.185909154830544,-0.0552756264803962
"base_health_bp_high_ever","02-No",367891,17090,0.732063119353683,0.801106267285426,0.069043147931743
"base_health_bp_high_ever","03-DNK/Refused",13444,277,0.0267520993353763,0.0129845778840294,-0.0137675214513468
"base_health_bp_meds_current","01-Yes",56085,1756,0.111603056473117,0.0823137861529086,-0.0292892703202079
"base_health_bp_meds_current","02-No",446455,19577,0.888396943526883,0.917686213847091,0.0292892703202079
"base_health_diabetes","01-Yes",26402,564,0.0525371114737135,0.0264379130923921,-0.0260991983813215
"base_health_diabetes","02-No",476138,20769,0.947462888526286,0.973562086907608,0.0260991983813215
