"","prop_sampled","sim_num","method","(Intercept)","age","Error age","Error Intercept"
"283",0.02,41,"strat",1919037.56410068,-6559.30878670405,-1243.21266920448,83994.3283769775
"284",0.02,41,"calib",1942492.13673308,-6900.20728914539,-1584.11117164581,107448.90100937
"285",0.02,41,"lasso",1945361.16651737,-6897.04583871127,-1580.94972121169,110317.930793667
"286",0.02,41,"logit",2040771.67114104,-8380.8037415724,-3064.70762407282,205728.435417337
"287",0.02,41,"bart",1857783.8786578,-5634.47772251295,-318.381605013369,22740.6429340928
"288",0.02,42,"none",1880024.80156988,-5941.49815128302,-625.402033783442,44981.565846174
"289",0.02,42,"rake",1892068.67584037,-6111.55622595803,-795.460108458448,57025.440116663
"290",0.02,42,"strat",1859847.87746803,-5671.92984981996,-355.833732320378,24804.6417443203
"291",0.02,42,"calib",1812711.45985232,-5007.51796983142,308.578147668155,-22331.7758713877
"292",0.02,42,"lasso",1872937.20012597,-5829.82134477611,-513.725227276532,37893.9644022619
"293",0.02,42,"logit",1898348.89846659,-6234.86166928829,-918.765551788709,63305.6627428872
"294",0.02,42,"bart",1881728.24702973,-6009.16104514852,-693.064927648938,46685.0113060288
"295",0.02,43,"none",1881496.28206117,-5974.94943358696,-658.853316087381,46453.0463374639
"296",0.02,43,"rake",1862505.0488017,-5733.76859731434,-417.67247981476,27461.8130779928
"297",0.02,43,"strat",1858385.86479504,-5647.33249974587,-331.236382246288,23342.6290713332
"298",0.02,43,"calib",1841757.26676147,-5483.66409382896,-167.567976329377,6714.03103776765
